Date,Power,Perciption,PS,Humidity,TS,T2M_MAX,T2M_MIN,Temperature,WS10M,Solar_Irradiance
6/30/2023,566.19502,0,81.13,15.69,32.19,37.7,19.44,28.69,4.46,7.78
6/29/2023,569.45125,0,81.44,18.62,29.75,34.65,18.92,26.7,7.85,7.87
6/28/2023,571.48005,0,81.47,15.38,28.24,33.96,15.89,25.45,6.84,7.98
6/27/2023,564.09811,0,81.22,18.69,28.42,33.29,15.58,24.6,5.33,7.91
6/26/2023,543.39569,0,81.17,29,27.98,34.1,15.2,23.79,7.82,7.67
6/25/2023,458.33869,0,81.17,23.56,29.42,35.37,17.28,25.61,8.56,6.35
6/24/2023,451.26067,0,81.35,17.19,30.53,36.32,18.78,27.14,8.04,7.12
6/23/2023,391.56114,0,81.5,21.31,29.73,35.73,19.15,26.42,9.05,5.48
6/22/2023,426.4507,0,81.37,20.81,32,38.23,20.36,28.9,4.8,6.34
6/21/2023,361.33391,0,81.22,19.88,32.76,39.34,21.72,30.61,4.41,5.17
6/20/2023,428.42101,0,81.31,20.31,31.41,37.94,20.23,29.02,3.77,5.72
6/19/2023,502.54426,0,81.33,19.44,30.87,37.27,19.7,28.83,4.2,5.7
6/18/2023,506.69617,0,81.21,18.94,30.21,37.1,21.18,29.01,3.77,5.99
6/17/2023,566.50246,0,81.08,18.81,29.12,36.78,17.52,27.19,5.09,7.36
6/16/2023,583.66685,0,81.19,17.88,26.52,33.55,16.11,24.9,7,8.07
6/15/2023,588.86677,0,81.27,21.69,25.86,32.63,15.83,24.08,6.15,8.06
6/14/2023,575.62011,0,81.32,26.62,25.65,32.23,14.8,23.83,4.75,7.93
6/13/2023,582.8495,0,81.38,28.06,25.08,31.76,14.19,23.21,4.36,8.01
6/12/2023,568.58954,0,81.37,32.75,24.71,31.68,14.36,22.82,3.84,7.82
6/11/2023,566.72303,0,81.42,31.88,23.71,29.94,12.37,21.4,4.5,7.82
6/10/2023,560.91992,0.01,81.48,45.56,22.88,27.97,12.57,19.89,5.78,7.49
6/9/2023,541.27412,12.33,81.63,53.31,20.68,25.99,15.44,19.26,7.32,6.35
6/8/2023,401.03669,0.15,81.71,26.25,26.28,30.9,16.9,23.65,4.71,3.43
6/7/2023,576.61834,0,81.68,19.38,27.58,33.01,17.4,24.95,4.82,7.39
6/6/2023,519.83911,0,81.78,24.06,27.67,33.86,16.82,25.08,4.64,7.36
6/5/2023,480.93707,0.1,81.77,28.81,27.8,33.51,16.45,24.65,4.05,6.71
6/4/2023,504.50653,0,81.76,26.88,26.35,32.39,14.77,23.4,4.56,7.03
6/3/2023,591.74659,0,81.75,26,25.69,31.6,14.42,22.65,5.28,7.88
6/2/2023,574.40092,0,81.66,26.38,25.47,31.68,14.06,22.83,5.08,7.12
6/1/2023,368.4938,0,81.55,23.38,24.29,31.41,14.12,22.69,3.27,5.16
5/31/2023,587.20012,0,81.65,21.56,23.29,31.09,12.31,21.52,5.2,7.75
5/30/2023,605.79824,0,81.87,28.75,21.8,29.05,11.27,20.11,5.01,7.79
5/29/2023,607.55275,0,81.89,35.75,21.28,27.8,11.26,19.28,5.45,7.87
5/28/2023,598.56938,1.81,81.7,40.88,21.76,28.66,11.12,20.06,4.41,7.69
5/27/2023,366.9082,16.12,81.63,49.81,18.14,22.03,12.88,18.2,2.8,4.13
5/26/2023,517.49258,0,81.75,31.06,23.76,30.12,12.92,21.55,2.84,7.1
5/25/2023,598.01002,0,81.97,33.5,23.56,29.78,14.08,21.39,5.02,7.71
5/24/2023,516.92439,0,81.97,38.62,24.26,30.06,13.44,22,4.65,6.76
5/23/2023,534.54777,0.35,81.93,46.81,23.98,28.68,15.31,22.04,3.7,7.18
5/22/2023,313.64446,2.4,81.79,59.19,20.39,25.19,15.23,20.06,3.95,3.3
5/21/2023,388.44855,9.78,81.75,53.06,19.98,24.6,12.94,19.29,3.92,4.59
5/20/2023,358.86866,0.02,81.73,31.5,22.78,29.32,14.6,22.11,3.34,3.93
5/19/2023,465.77767,0,81.88,28.25,22.61,29.48,13.63,21.51,2.68,4.35
5/18/2023,601.88016,0,81.81,29.5,19.94,28.62,9.24,19.13,4.38,7.42
5/17/2023,626.23404,0.26,81.57,44.38,17.65,22.57,7.9,15.08,5.02,7.79
5/16/2023,611.9896,0,81.27,32.75,19.79,26.49,10.96,18.53,6.55,7.42
5/15/2023,603.77735,0.01,81.19,33.88,20.14,25.97,13.17,19.31,5.73,7.73
5/14/2023,510.3434,0.02,81.49,34.88,21.09,27.97,11.61,20.45,3.7,4.76
5/13/2023,603.59054,0,81.96,40.56,21.66,27.84,11.27,19.06,4.62,7.48
5/12/2023,538.04278,0,82.01,42.06,21.05,26.1,11.85,19.08,2.92,5.59
5/11/2023,599.89746,0,81.94,47.31,21,26.72,12.75,19.51,4.45,7.52
5/10/2023,358.54069,1.46,81.84,41.62,20.05,26.08,14,19.52,3.78,4.64
5/9/2023,614.90628,0,81.78,30.25,21.83,30.12,10.68,20.69,3.45,7.61
5/8/2023,627.21545,0,81.79,34.62,18.28,27.01,7.6,17.26,3.34,7.71
5/7/2023,641.60403,0,81.86,33.38,15.98,24.09,8.63,15.77,4.61,7.71
5/6/2023,643.59963,0,81.78,39.56,15.02,22,4.55,13.68,3.57,7.62
5/5/2023,636.30151,0.01,81.53,50.75,15.85,20.58,6.87,13.55,5.18,7.43
5/4/2023,621.30115,0,81.5,44.25,19.6,27.04,9.69,18.23,4.2,6.43
5/3/2023,330.72121,0.6,81.61,45.25,19.46,26.79,10.87,18.68,4.55,4.23
5/2/2023,569.68563,0,81.55,37.56,20.07,27.13,13.14,19.8,2.85,6.26
5/1/2023,437.36913,0.41,81.38,42.38,18.37,24.77,12.37,18.65,3.21,3.1
4/30/2023,412.71532,6.45,81.37,59.06,17.45,23.19,11.51,17.01,3.62,3.78
4/29/2023,533.8565,21.32,81.45,53.25,17.79,24.87,10.41,16.58,2.1,6.69
4/28/2023,440.81646,0.25,81.42,47.38,19.57,25.01,10.94,18.1,2.33,5.13
4/27/2023,328.93431,0.13,81.43,48.62,18.89,25.35,10.08,17.72,3.47,7.21
4/26/2023,327.84229,0,81.59,41.69,19.05,25.44,10.5,18.64,3.32,4.43
4/25/2023,438.76251,0,81.68,45,20.08,26.83,11.48,18.69,2.4,6.37
4/24/2023,503.73823,5.75,81.71,49.31,18.04,24.93,10.87,17.19,3.32,6.14
4/23/2023,337.54762,1.16,81.66,49.19,14.73,21.51,10.82,15.12,3.62,5.3
4/22/2023,626.03557,0,81.6,35,18.53,26.19,9.22,17.57,2.85,7.27
4/21/2023,611.0869,0,81.42,31.56,15.61,23.87,9.33,15.96,2.86,7.29
4/20/2023,659.25413,0,81.51,31.69,13.12,21.66,2.35,12.6,3.55,7.38
4/19/2023,658.226,0,81.81,32,10.76,18.66,-0.65,8.57,4.95,7.34
4/18/2023,642.55454,0.04,81.92,47.5,10.87,18.73,-0.73,7.75,6.39,7.26
4/17/2023,438.00582,1.09,81.66,67.75,9.41,13.01,0.15,7.19,9.18,4.4
4/16/2023,540.41737,0,81.55,39.31,15.58,23.45,4.27,14.1,4.17,6.71
4/15/2023,629.9026,0,81.75,39.19,15.44,22.58,6.16,13.94,4.28,7.16
4/14/2023,637.68738,0.93,81.76,49.69,18.85,25.1,10.16,17.8,6.27,6.96
4/13/2023,580.79422,0.07,81.78,39,18.84,25.82,11.4,18.38,6.7,6.72
4/12/2023,592.31964,0,81.98,36.19,17.91,25.87,9.48,17.37,4.74,6.56
4/11/2023,608.63285,0.01,82.11,42,18.05,24.53,9.12,16.62,2.83,6.84
4/10/2023,504.78597,0.1,82.14,51.75,16.33,23.9,6.19,14.7,3.12,5.45
4/9/2023,497.65086,0,82.14,39.75,15.69,23.05,8.89,15.48,3.88,5.3
4/8/2023,437.92821,0.03,81.99,42.38,15.03,22.41,8.26,15.08,2.74,5.08
4/7/2023,440.68634,0,81.76,36.81,13.88,22.99,6.1,14.56,5.51,4.87
4/6/2023,648.38198,0,81.63,37.44,12.09,20.46,3.09,12.15,4.5,6.86
4/5/2023,653.48218,0,81.67,48.81,9.99,16.78,2.45,9.48,3.77,6.81
4/4/2023,593.19579,0.1,81.53,46.69,9.48,15.79,2.93,8.97,3.13,5.79
4/3/2023,667.09155,0,81.24,40.5,8.3,15.15,1.76,7.91,4.28,6.73
4/2/2023,646.43617,0,81.07,50.12,11.34,17.19,2.59,10.18,4.2,6.62
4/1/2023,527.6437,0.54,81.14,57.5,14.1,19.38,7.03,13.18,5.09,5.21
3/31/2023,644.87726,0,81.36,38.31,14.73,21.49,8.49,14.74,1.85,6.64
3/30/2023,566.12722,0.05,81.52,53.12,12.32,18.73,6.81,12.6,3.37,5.1
3/29/2023,569.34797,0.64,81.43,64.94,11.19,16.16,3.99,10.58,3.14,5.43
3/28/2023,367.46763,1.34,81.31,68,10.94,14.91,5.52,9.94,3.05,3
3/27/2023,275.98042,1.95,81.4,58,10.12,15.99,7.25,10.8,4.66,2.44
3/26/2023,629.90118,0,81.68,52.5,11.53,18.42,3.11,11.06,3.15,6.4
3/25/2023,642.9262,0,81.63,61.31,10.63,16.84,1.66,9.15,1.89,6.37
3/24/2023,526.3726,0.65,81.46,77.31,7.33,12.3,0.61,5.66,3.84,5.18
3/23/2023,215.51022,13.32,80.86,84.56,5.14,8.26,1.08,4.22,3.02,3.45
3/22/2023,444.38376,16.46,80.8,65.06,10.77,14.44,2.29,8.66,5.55,6.02
3/21/2023,214.53081,2.64,80.9,56.75,11.85,19.15,5.23,11.65,6.58,3.3
3/20/2023,575.34729,0.21,81.19,46.44,12.46,19.49,5.78,12.48,3.2,3.72
3/19/2023,651.12857,0,81.47,39.06,11.52,20.08,5.98,12.22,3.37,6.22
3/18/2023,649.5925,0,81.51,43.56,11.54,19.65,5.48,11.62,3.35,6.13
3/17/2023,619.57425,0.03,81.35,54.06,14.23,21.37,5.91,13.34,4.98,5.59
3/16/2023,427.64018,0.39,81.47,54.75,13.12,19.78,3.76,11.99,4.37,4.73
3/15/2023,441.09185,3.6,81.71,75.19,11.02,14.76,6.77,10.47,4.38,4.36
3/14/2023,210.93497,4.36,81.81,67.75,11.49,15.99,8.02,11.17,2.99,3.27
3/13/2023,530.42105,0,81.94,41.56,11.75,21.59,3.97,12.59,3.34,5.51
3/12/2023,648.13186,0,82.06,42.69,9.84,18.35,4.31,10.95,2.36,5.91
3/11/2023,249.54602,4.31,81.92,77,9.89,13.99,5.66,9.75,4.06,2.32
3/10/2023,398.60746,3.44,81.85,67.38,12.96,18,8.99,12.7,5.36,5.11
3/9/2023,201.26287,3.86,82.01,72.94,11.77,16.42,8.65,11.8,4.05,2.97
3/8/2023,505.74651,0.84,82.03,50.88,13.65,21.43,7.92,13.84,3.09,4.94
3/7/2023,613.43664,0,81.95,39.88,11.69,21.19,5.01,12.38,4.3,5.64
3/6/2023,604.19753,0,82.13,41.31,10.85,19.85,6.26,12.17,3.62,5.55
3/5/2023,524.50236,0.01,82.13,52.31,10.04,18.83,3.24,10.47,5.17,5.34
3/4/2023,455.28449,0,82.17,59.88,9.39,17.73,2.59,9.53,3.98,4.17
3/3/2023,343.22571,3.01,82.15,64.44,6.79,13.12,2.69,7.4,2.82,3.79
3/2/2023,549.39828,0,82.04,46,6.15,13.55,0.9,6.81,3.4,5.2
3/1/2023,610.79799,0,82,53.31,7.28,14.41,0.87,6.86,2.36,4.97
2/28/2023,538.27482,0,82.07,59.69,7.26,12.96,1.8,6.44,1.75,4.5
2/27/2023,151.91425,0.73,82.3,63.75,7.6,13.09,3.4,7.7,3.25,1.85
2/26/2023,587.78993,0.03,82.26,57.25,9.58,16.49,3.68,9.79,3.07,5.32
2/25/2023,559.56556,4.27,82.05,74.94,6.7,11.76,-0.3,6.1,3.06,4.76
2/24/2023,134.57103,4.99,81.64,77.31,6.83,13.44,3.26,6.74,5.01,2.6
2/23/2023,586.68496,0,81.58,43.69,6.94,16.13,0.46,7.76,5.02,5.24
2/22/2023,618.36533,0,81.65,43.12,4.83,12.83,-1.02,5.48,4.94,5.31
2/21/2023,632.20536,0,81.58,35.5,5.28,16.13,-0.81,6.39,5.42,5.21
2/20/2023,639.1334,0,81.9,37.12,2.95,12.09,-1.02,4.54,4.32,5.28
2/19/2023,610.68282,0,81.92,40.69,2.98,11.34,-0.22,4.3,3.83,5.12
2/18/2023,264.33849,0.12,81.98,63.56,5.64,12.14,0.15,5.23,2.84,2.72
2/17/2023,83.25609,13.55,82.08,82.88,4.59,7.4,1.74,3.76,4.07,2.36
2/16/2023,474.39072,0.21,81.61,62.06,9.62,16.17,4.69,9.29,8.6,4.64
2/15/2023,332.70571,0,81.56,50.12,10.43,17,5.22,10.8,8.76,3.91
2/14/2023,170.04608,2.73,81.9,84.12,7.4,12.84,4.79,7.43,5.13,1.83
2/13/2023,43.29676,16.29,81.86,83.56,6.13,10.95,3.38,5.86,5.8,1.43
2/12/2023,241.43259,2.18,81.93,55.81,2.4,9.31,-3.43,2.69,5.3,2.38
2/11/2023,608.81717,0,82.04,51.06,-0.05,5.66,-6.67,-1.2,2.83,4.73
2/10/2023,412.80043,0.06,81.65,66.44,-0.54,4.64,-6.7,-1.62,3.97,4.34
2/9/2023,569.14885,0.19,81.24,68.88,0.94,5.46,-4.45,0.49,5.52,4.47
2/8/2023,532.95684,1.26,81.15,69.38,7.14,12.13,2.18,6.74,6.51,4.48
2/7/2023,199.17093,0.72,81.43,66.75,5.95,13.2,1.8,5.98,5.69,1.4
2/6/2023,439.76644,0,81.79,39.94,2.12,10.12,-0.96,3.74,3.02,4.03
2/5/2023,498.72745,1.26,81.35,63.12,2.74,9.42,-1.17,2.98,5.47,4.33
2/4/2023,540.34022,0.18,81.71,42.56,3.06,12.14,-0.62,4.73,3.46,3.82
2/3/2023,554.55612,0.49,81.75,61.06,3.98,8.94,-0.23,3.9,6.26,4.5
2/2/2023,208.66211,2.44,81.54,82.19,6.19,10.92,1.69,5.18,3.81,1.96
2/1/2023,144.20805,12.8,81.32,74.25,4.55,9.32,1.34,4.56,7.33,2.48
1/31/2023,496.55931,0.39,81.56,55.31,4.48,12.72,-0.31,5.16,7.3,4.08
1/30/2023,483.35128,1.14,81.5,57.19,1.35,8.62,-2.8,1.9,5.59,3.95
1/29/2023,316.1226,0.03,81.39,59.06,-1.25,4.84,-5.85,-1.45,3.4,3.91
1/28/2023,70.84453,0.96,81.58,78.5,-0.8,3.33,-3.98,-1.09,2.8,1.32
1/27/2023,472.44085,0.52,81.85,64.69,-0.75,3.28,-2.85,-0.62,2.83,3.46
1/26/2023,566.73488,0,81.91,49.69,-1.77,4.43,-7.31,-1.71,2.97,3.97
1/25/2023,568.83665,0,81.84,49.88,-2.63,4.3,-8.6,-3.21,2.3,4.03
1/24/2023,566.43858,0,81.9,55.88,-3.12,2.47,-8.6,-4.1,3.19,3.95
1/23/2023,576.71449,0,81.94,55.75,-3.44,2.19,-9.95,-4.92,3.7,3.87
1/22/2023,580.18336,0,81.98,55.5,-3.55,1.92,-8.7,-4.7,4.66,3.97
1/21/2023,565.51073,0,81.99,57.19,-2.64,4.55,-7.86,-3.42,3.43,3.8
1/20/2023,547.86011,0,81.97,64.31,-2.31,4.48,-6.68,-2.25,3.29,3.63
1/19/2023,356.43659,0,81.86,72.94,-2.45,4.3,-3.95,-1.1,2.45,2.62
1/18/2023,349.39046,7.95,81.56,85.75,-1.02,3.44,-4.29,-0.83,2.77,1.05
1/17/2023,345.18813,0.26,81.8,64.62,1.26,9.17,-0.39,2.9,2.12,3.05
1/16/2023,332.34698,0.06,81.89,59.5,0.24,7.89,-1.55,1.74,2.73,3.01
1/15/2023,528.08142,0,82,40.31,-2.41,5.54,-5.75,-0.4,1.95,3.84
1/14/2023,550.94883,0,82.13,37.06,-4.64,3.57,-9.54,-3.61,2.66,3.71
1/13/2023,568.33719,0,82.09,30.69,-8,2.18,-16.63,-7.75,3.23,3.73
1/12/2023,575.33611,0,82.23,41.56,-10.71,-5.97,-16.31,-12.51,7.78,3.61
1/11/2023,553.85792,0.51,82.12,61.44,-6.77,-3.02,-13.7,-8.79,7.77,3.26
1/10/2023,38.64495,8.85,81.7,77.81,0.79,5.16,-7.26,0.78,3.05,0.58
1/9/2023,397.71749,0,81.85,56.75,2.3,10.04,-2.54,2.78,3.73,3.37
1/8/2023,239.30605,0,81.72,49.62,1.19,9.03,-0.78,3.28,2.76,2.48
1/7/2023,428.48088,0,81.75,63.44,2.36,10.5,-1.26,3.4,4.27,3.19
1/6/2023,341.32093,0.12,81.86,72.38,4.3,10.77,0.47,4.42,5.2,3.6
1/5/2023,82.17279,0.84,81.9,46.56,1.97,8.34,-1.78,2.75,5.55,1.27
1/4/2023,506.6658,0,82.37,31.69,0.63,11.16,-2.45,2.98,2.77,3.74
1/3/2023,510.25126,0,82.62,37.25,0.15,10.21,-3.24,1.87,2.23,3.7
1/2/2023,502.66116,0,82.5,48.12,-0.51,7.76,-4.51,-0.11,2.6,3.65
1/1/2023,504.93505,0,82.32,43.94,0.13,8.77,-4.1,1.57,2.55,3.64
12/31/2022,359.33983,0,82.51,42.69,0.19,8.06,-1.54,2.06,1.62,2.99
12/30/2022,515.60715,0,82.52,47.44,-0.63,8.76,-2.99,1.37,2.03,3.59
12/29/2022,363.18974,0.53,82.13,72.5,0.39,6.32,-2.79,0.24,4.08,3.12
12/28/2022,161.93705,3.7,81.65,80.38,1.26,6.05,-1.49,1.33,3.84,1.48
12/27/2022,476.5863,0.02,81.73,60.44,3.02,10.88,-1,3.73,2.12,2.98
12/26/2022,377.25595,1.73,81.61,66.25,3.36,11.58,-1.42,4.12,4.27,3.33
12/25/2022,397.37787,0.2,81.56,75.38,2.34,8.54,-0.7,2.81,4.77,3.15
12/24/2022,106.70809,2.47,81.72,61.06,1.51,7.85,-1.77,2.05,3.8,1.31
12/23/2022,461.30306,0,81.83,46.06,0.27,7.95,-4.52,1.12,2.24,3.45
12/22/2022,379.95479,0.01,81.86,48.19,0.01,7.98,-4.93,0.51,2.47,3.29
12/21/2022,457.27335,0,82.05,48.94,0.46,7.99,-5.11,-0.13,3.7,3.48
12/20/2022,463.7489,0,81.98,54.56,1.54,9.9,-2.6,1.99,2.64,3.48
12/19/2022,455.25067,0,81.97,62.19,2.65,10.22,-1.99,2.57,2.1,3.41
12/18/2022,356.50784,0.41,82.09,64.12,3.91,9.78,-1.24,3.03,2.3,2.95
12/17/2022,318.82813,0.43,81.95,55.62,5.7,12.51,0.68,5.73,2.76,2.73
12/16/2022,426,0.03,81.95,51.25,5.67,13.83,2.58,6.72,2.09,3.34
12/15/2022,419.95384,0.13,82.15,54.38,6.62,14.06,2.87,7.23,1.72,3.35
12/14/2022,422.74387,0,82.14,45.12,4.35,13.64,-1.2,5.83,2.52,3.25
12/13/2022,342.58273,0.09,82,51.5,0.25,8.56,-3.92,1.37,3.67,2.52
12/12/2022,477.11903,0,81.89,51,-0.49,6.75,-3.56,0.22,2.72,3.17
12/11/2022,75.05467,1.55,81.86,68.06,1.75,6.98,-2.84,1.19,3.02,1.35
12/10/2022,402.17201,0,81.86,61.06,0.98,8.23,-3.85,1.15,3.12,2.92
12/9/2022,478.17377,0.01,81.95,61.31,2.75,9.49,-3.97,2.03,2.29,3.14
12/8/2022,226.67955,0.45,81.97,75.06,3.65,9.51,-0.24,3.15,3.35,1.93
12/7/2022,231.02384,1.39,81.94,77.44,4.49,9.23,1.24,4.05,4.07,2.18
12/6/2022,313.28808,0.27,82.02,68.19,3.67,9.98,-1.31,4.08,3.45,2.72
12/5/2022,202.79994,1.06,82,63.19,3,9.87,-0.38,3.42,2.23,2.19
12/4/2022,433.84622,0.03,81.82,47.5,5.08,13.55,-0.36,5.37,3.3,3.34
12/3/2022,460.80359,0,81.9,46.19,4.8,13.62,-0.52,5.57,2.54,3.58
12/2/2022,464.80494,0,81.95,57.69,5.01,12.55,-0.97,3.8,3.99,3.52
12/1/2022,472.2308,0,82.04,40.69,8.55,16.11,0.78,8.37,3.35,3.5
11/30/2022,380.86723,0,82.25,35.5,7.61,15.82,3.86,8.87,2.18,3.31
11/29/2022,480.32222,0,82.17,37.12,7.62,16.98,4.01,8.84,2.7,3.88
11/28/2022,489.27507,0,81.98,35.88,9.15,18.64,5.36,10.65,1.96,3.98
11/27/2022,485.51581,0,81.92,30.75,9.41,19.05,7.78,11.87,1.31,4.14
11/26/2022,490.67174,0,82.12,32.69,9.15,19.26,3.96,10.43,2.88,3.96
11/16/2022,526.24381,0,82.08,35.69,6.48,15.26,2.01,7.61,2.62,4.45
11/15/2022,524.60627,0,81.87,38.56,7.06,15.62,1.05,7.28,3.56,4.1
11/14/2022,553.65626,0,81.96,45.75,5.43,14.08,-0.92,5.58,2.65,4.62
11/13/2022,415.38588,0.07,82,59.5,8.78,13.65,1.15,7.27,3.75,3.14
11/12/2022,119.39743,0.09,82.26,68.19,10.23,14.58,5.99,9.89,2.52,1.86
11/11/2022,365.73485,0.01,82.36,39.81,10.8,18.6,5.39,11.26,3.01,3.14
11/10/2022,513.59618,0,82.22,37.12,9.11,17.84,4.04,10.23,3.2,4.2
11/9/2022,444.15617,0,81.98,46.62,6.08,12.52,0.98,6.63,3.32,3.7
11/8/2022,492.00997,0.03,81.91,44.5,7.93,14.52,0.92,6.94,3.04,3.98
11/7/2022,450.0326,0,81.83,30.06,9.33,17.33,5.33,10.23,2.45,3.54
11/6/2022,475.73915,0.14,81.88,37.94,9.9,16.91,5.06,10.19,3.16,4.61
11/5/2022,440.83093,0.39,81.92,53.5,10.98,17.26,3.92,10.13,3.23,3.31
11/4/2022,273.5797,0.32,81.8,65.19,12.12,16.25,5.7,10.09,3.2,3.03
11/3/2022,313.44263,0.26,81.66,64.25,13.12,18.35,8.47,12.62,4.8,3.13
11/2/2022,401.19505,0,81.88,46.62,15.41,20.83,9.48,14.69,3.73,3.49
11/1/2022,524.17396,0,81.83,35.31,15.58,23.31,9.56,15.68,5.65,4.35
10/31/2022,500.86906,0,82.06,37.56,14.25,21.59,8.62,14.37,3.88,4.25
10/30/2022,343.16359,0,82.06,38.44,15.14,22.73,7.62,14.74,3.66,3.73
10/29/2022,427.98292,0,82,25.75,16.2,25.05,10.38,16.6,4.83,4.09
10/28/2022,505.81163,0,82.19,23.25,15.83,24.66,11.24,16.91,2.87,4.5
10/27/2022,532.12709,0,82.34,30.44,15,23.46,10.25,15.24,2.27,4.96
10/26/2022,497.36628,0,82.34,49.5,14.93,22.39,6.55,13.69,3.48,4.78
10/25/2022,489.91836,0.01,82.01,34.56,15.95,23.99,9.76,16.08,4.84,4.64
10/24/2022,483.50223,0,82.07,27.56,16.19,24.19,11.59,17.08,3.65,4.52
10/23/2022,528.03576,0,82.35,29.5,16.33,24.98,8.36,16.01,3.48,4.81
10/22/2022,535.70507,0,82.36,18.44,16.43,25.52,9.88,16.45,2.94,5.1
10/21/2022,555.87697,0,82.18,12.19,15.72,24.41,10.29,16.54,1.38,5.26
10/20/2022,579.36489,0,82.14,21.88,14,23.4,4.12,13.57,2.92,5.45
10/19/2022,536.57429,0,82.26,46.25,14.45,21.34,5.74,12.85,5.42,4.85
10/18/2022,516.18941,0,82.3,25,17.7,25.73,9.69,16.47,3.16,4.81
10/17/2022,568.46214,0,82.57,22.81,17.3,25.22,9.56,16.39,4.75,5.26
10/16/2022,580.36196,0,82.38,15.88,17.5,26.44,11.1,17.32,4.12,5.39
10/15/2022,560.12878,0,82.13,14.88,17.62,26.58,11.89,17.96,3.18,5.44
10/14/2022,555.22943,0,82.07,15.31,17.45,26.72,9.62,17.73,3.15,5.44
10/13/2022,559.48701,0,82.08,16.5,17.98,26.37,9.25,16.57,2.97,5.48
10/12/2022,555.27557,0,82.04,16.81,16.86,25.29,8.8,16,3.1,5.6
10/11/2022,601.52978,0,82,12.56,14.26,23.99,9.01,15.33,3.37,5.9
10/10/2022,619.24583,0,82.08,15.5,15.05,24.66,4.46,13.45,3.41,6.07
10/9/2022,627.29027,0,82.08,14,13.47,22.67,3.68,11.68,6.36,6.06
10/8/2022,642.95054,0,82.1,8.94,12.76,21.33,4.16,11.3,7.12,6.26
10/7/2022,637.786,0,81.98,7.06,13.4,23.07,4.35,12.15,6.95,6.46
10/6/2022,630.85546,0,82.01,8.25,13.79,22.23,5.95,12.45,7.93,6.57
10/5/2022,594.19708,0,82.19,19.94,17.08,24.35,8.56,15.55,6.57,6.04
10/4/2022,561.0428,0,82.11,22.88,19.07,26.84,12.23,18.87,3.67,5.95
10/3/2022,555.20331,0,81.81,24.38,17.83,26.25,7.27,16.83,3.69,5.93
10/2/2022,574.70291,0,81.79,25.75,17.15,23.62,8.26,14.73,6.45,6.01
10/1/2022,578.54156,0,81.9,27.94,18.48,24.81,10.52,16.56,8.2,5.92
9/30/2022,596.82217,0,81.83,17.62,20.43,28.65,12.09,19.5,4.53,6.21
9/29/2022,590.47231,0,81.68,25.25,20.49,28.23,11.29,18.93,4.09,6.28
9/28/2022,602.73906,0,81.78,30.88,19.95,27.19,10.98,18.16,6.2,6.11
9/27/2022,618.17614,0,81.89,41.44,17.69,25.81,7.21,15.78,8.4,6.34
9/26/2022,619.94054,0,81.98,26.56,17.71,24.19,9.31,16.3,10.35,6.43
9/25/2022,620.67717,0,81.74,14.38,20.16,27.7,11.56,18.94,7.03,6.55
9/24/2022,603.58161,0,81.81,15.25,20.51,28.38,12.19,19.47,5.64,6.52
9/23/2022,599.72926,0,81.78,15.69,21.02,29.12,12.37,20.04,4.4,6.36
9/22/2022,601.93961,0,81.78,16.94,21.21,28.91,10.83,19.23,4.34,6.58
9/21/2022,597.80728,0,81.73,20.5,22.23,29.06,11.04,19.58,3.62,6.48
9/20/2022,593.89715,0,81.7,22.25,22.15,29.33,13.26,20.47,3.36,6.52
9/19/2022,589.62187,0,81.74,24.69,21.83,28.83,10.89,19.42,4.15,6.53
9/18/2022,604.15731,0,81.72,29.19,21.74,28.42,10.97,19.03,5.73,6.49
9/17/2022,588.42321,0,81.52,21.81,23.1,29.82,12.51,20.14,5.74,6.61
9/16/2022,511.42027,0,81.56,15,23.25,29.98,13.28,20.71,6.83,6.27
9/15/2022,578.70715,0,81.7,14.5,23.22,31.23,16.3,22.73,3.97,6.83
9/14/2022,611.90077,0,81.66,12.56,21.33,30.52,13.43,21.55,3.27,6.85
9/13/2022,612.2125,0,81.53,15.75,19.94,29,6.98,17.58,4.24,6.94
9/12/2022,596.15466,0,81.57,29.5,18.54,25.73,8.38,15.54,7.98,6.64
9/11/2022,528.00928,0,81.7,40.31,20.97,27.82,11.11,17.76,9.35,6.32
9/10/2022,603.67464,0,81.84,22.94,22.82,29.69,13.09,21,7.52,6.89
9/9/2022,610.64963,0,81.95,20.44,23.12,30.13,12.48,21.19,7.22,6.86
9/8/2022,597.67375,0,81.98,21.94,23.51,30.18,12.76,21.35,6.11,7.16
9/7/2022,607.81434,0,81.78,18.62,23.48,30.27,11.65,20.73,4.19,7.09
9/6/2022,613.38143,0,81.64,20.25,21.73,28.7,11.32,19.73,5.01,7.33
9/5/2022,624.75273,0,81.52,20.94,20.8,28.44,10.33,19.18,4.71,7.34
9/4/2022,631.24053,0,81.6,18.56,20.51,28.55,10.8,19.11,5.98,7.59
9/3/2022,639.3909,0,81.86,17.81,20.07,28.07,10.34,18.8,6.91,7.76
9/2/2022,626.89955,0,81.94,22.25,19.96,28.23,9.42,18.53,6.11,7.51
9/1/2022,619.3402,0,81.86,26.38,18.97,26.79,9.95,17.7,6.66,7.69
8/31/2022,623.02611,0,81.9,28.44,18.73,25.83,9.61,17.49,6.42,7.53
8/30/2022,629.17563,0,82.01,27.94,18.63,26.33,8.72,17.23,5.68,7.88
8/29/2022,628.44306,16.44,81.89,28.38,17.69,25.51,8.59,16.66,7.03,7.87
