Date,Power,Perciption,PS,Humidity,TS,T2M_MAX,T2M_MIN,Temperature,WS10M,Solar_Irradiance
4/25/2019,505.13,0,81.91,55.56,10.5,15.33,-0.9,6.46,4.69,7.74
4/24/2019,509.23,0.09,81.71,59.75,11.85,15.27,1.1,8.34,4.95,8.12
4/23/2019,403.14,2.96,81.26,56.31,16.94,22.63,7.31,16.01,8.29,6.25
4/22/2019,391.3,2.88,81.38,53.31,17.1,24.4,7.32,16.25,7.27,6.37
4/21/2019,500.92,0,81.37,41.81,16.03,23.43,8.84,15.95,4.59,7.7
4/20/2019,491.15,0,81.39,46.31,17.44,24.69,10.3,17.16,5.21,7.6
4/19/2019,466.65,0,81.67,46.19,18.13,25.34,9.8,17.88,5.25,6.51
4/18/2019,430.8,0,81.78,45.31,16.01,24.47,7.43,15.87,5.55,6.66
4/17/2019,508.46,0,81.69,48.56,14.15,21.8,5.64,13.57,2.96,7.75
4/16/2019,467.84,0,81.5,66.44,11.24,16.82,2.03,9.15,4.84,7.08
4/15/2019,96.17,8.53,81.14,80.19,10.12,12.04,3.52,7.74,4.34,2.99
4/14/2019,150.33,11.66,81.13,85.69,11.08,13.9,8.05,10.9,6.1,2.29
4/13/2019,415.75,1.75,81.52,73.25,12.26,16.01,6.81,11.41,3.91,5.42
4/12/2019,221.92,0,81.62,61.19,14.51,19.21,6.47,12.51,2.34,4.22
4/11/2019,434.96,0,81.68,59.38,15,20.3,6.86,13.13,2.27,5.7
4/10/2019,289.96,2.68,81.63,71.06,12.82,16.51,8.09,12.25,2.88,3.86
4/9/2019,453.78,0.01,81.53,64.75,14.46,18.41,6.84,12.68,4.04,6.56
4/8/2019,172.3,2.83,81.4,75.94,13,18.09,9.16,12.33,5.62,3.04
4/7/2019,355.76,0,81.81,66.12,13.23,18.91,6.4,12.65,4.32,5.03
4/6/2019,220.38,0.01,81.92,65.88,14.08,20.8,8.01,13.66,4.94,3.92
4/5/2019,419.79,0,82.05,48.69,15.5,22.55,8.26,15.48,3.63,6.08
4/4/2019,431.52,0.03,81.93,47.94,14.65,21.65,9.17,14.87,4.69,6.24
4/3/2019,462.44,0.01,81.77,57.06,14.1,20.07,8.08,13.9,4.66,6.21
4/2/2019,229.39,0.01,81.72,54.5,13.92,20.05,10.22,14,8.59,3.2
4/1/2019,204.63,0,81.88,63.19,12.81,20.46,7.33,13.08,5.33,3.58
3/31/2019,344.09,0,82.02,44.94,11.98,18.71,8.72,13.26,2.02,4.7
3/30/2019,500.69,0,81.9,44.38,9.51,17.72,1.58,10.05,3.5,6.97
3/29/2019,496.04,0.97,81.81,60,7.58,11.76,1.95,6.76,5.37,6.34
3/28/2019,321.47,0.89,81.65,53,10.85,17.93,3.65,10.4,4.51,5.87
3/27/2019,339.78,1.36,81.67,73.81,11.71,16.29,7.87,11.42,6.33,4.17
3/26/2019,217.23,1.03,81.64,77.62,12.48,16.69,9.76,11.97,8.39,3.14
3/25/2019,237.76,0.05,81.7,64.75,11.94,18.05,3.77,11.42,6,3.79
3/24/2019,380.78,0,81.64,66.88,10.71,17.01,1.52,9.24,4.02,5.47
3/23/2019,449.93,0,81.76,51.44,8.01,15.39,0.22,7.56,3.05,5.12
3/22/2019,507.12,0.01,81.59,55.88,7.11,13.39,0.64,6.37,4.71,6.28
3/21/2019,397.75,0,81.46,54.31,7.97,15.19,0.73,7.4,5.59,5.4
3/20/2019,514.91,0,81.48,52.69,6.41,13.38,-0.51,5.96,2.74,6.79
3/19/2019,456.35,0.01,81.4,65.25,4.82,10.19,-0.7,4.27,4.03,5.64
3/18/2019,403.56,7.11,80.94,68.44,6.82,9.72,0.12,5.78,10.16,5.17
3/17/2019,388.28,3.84,81.35,61.62,10.64,17.71,2.79,10.1,9.36,5.01
3/16/2019,399.22,0.46,81.62,63,8.98,14.11,3.83,8.2,6,4.69
3/15/2019,229.16,0.08,81.66,59,8.12,14.06,2.33,8.1,7.52,4.38
3/14/2019,447.46,0,81.85,47.31,6.93,15.38,-1.08,7.13,3.18,5.92
3/13/2019,444.32,0,81.85,56.94,5.4,12.12,-0.41,5.05,2.66,5.1
3/12/2019,450.13,0,81.72,59.44,4.23,10.26,-1.65,3.88,1.9,4.23
3/11/2019,507.25,0,81.49,65.12,1,8.58,-6.14,1.58,2.34,5.87
3/10/2019,259.14,8.65,81.5,82.31,-0.8,3.31,-5.62,-1.81,6.77,3.13
3/9/2019,299.7,8.78,81.63,69.62,4.65,9.89,-1.61,3.4,8.64,3.33
3/8/2019,498.16,0,81.68,55.75,6.51,12.73,-0.49,5.51,2.83,5.57
3/7/2019,379.33,0,81.37,69.06,2.74,7.6,-2.14,2.44,2.61,4.29
3/6/2019,498.45,0.05,81.57,65.38,6.27,11.89,-1.52,3.94,3.43,6.12
3/5/2019,371.51,2.43,81.31,67.75,5.75,12.38,-0.16,4.77,6.66,4.04
3/4/2019,440.37,0,81.5,44.81,6.92,13.48,0.94,6.34,1.58,5.3
3/3/2019,441.62,0,81.27,47.25,4.37,12.2,-2.85,4.52,3.19,5.02
3/2/2019,304.39,3.89,80.7,67.56,4.69,9.92,-0.09,3.62,4.71,4.11
3/1/2019,256.95,6.18,80.38,68.81,5.35,9.83,0.9,5.01,6.86,3.48
2/28/2019,443.08,0.01,80.74,64.94,6.83,11.17,1.04,6.09,7.2,4.75
2/27/2019,402.87,0.02,81.1,49.06,4.96,12.27,-2.89,4.48,6.23,5.09
2/26/2019,356.07,0,81.39,55.25,1.98,8.11,-2.52,1.78,3.37,4.9
2/25/2019,394.35,0,81.55,58.31,1.87,7.23,-2.51,1.72,2.02,4.12
2/24/2019,471.87,0,81.74,45,3.51,10.01,-2.3,3.4,2.58,5.1
2/23/2019,462.32,0,81.81,56.19,3.26,10.26,-2.28,3.04,3.38,4.58
2/22/2019,389.13,0,81.78,49.81,2.28,9.73,-4.65,2.44,3.88,4.58
2/21/2019,523.84,0,81.95,49.56,0.05,6.94,-7.22,-1.1,2.01,5.79
2/20/2019,300.65,0.18,81.53,66.94,-0.43,2.82,-7.09,-0.88,3.01,3.75
2/19/2019,404.36,0.08,80.93,56.88,1.38,6.53,-3.4,1.56,3.02,4.03
2/18/2019,463.93,0,81.07,60.69,1.55,6.3,-3.27,0.62,4.35,4.89
2/17/2019,435.59,0.58,81.23,66.12,2.95,8.12,-1.28,2.5,5.84,4.79
2/16/2019,93.56,12.9,81.44,68,6.17,13.31,1.73,6.07,7.91,2.3
2/15/2019,483.3,0,81.89,48.44,3.06,12.31,-3.61,3.94,3.27,5.25
2/14/2019,438.56,0,81.91,65.19,-0.79,6.8,-5.59,-0.02,3.59,4.52
2/13/2019,210.19,4.82,81.76,78.62,-1.31,3.35,-4.67,-1.7,6.09,3.22
2/12/2019,66.86,20.57,80.96,89.69,4.4,6.57,-2.33,3.82,7.66,0.81
2/11/2019,143.88,1.26,81.47,76.81,7.14,11.83,2.33,7.05,4.55,2.58
2/10/2019,287.49,0.02,81.65,55.06,6.87,12.51,1.12,6.55,3.59,3.49
2/9/2019,208.59,0,81.77,40.06,3.48,12.81,-0.73,4.61,4.17,2.66
2/8/2019,367.2,0,81.96,35.81,0.38,8.86,-1.79,2.88,2.72,4.05
2/7/2019,488.61,0,81.96,50.12,-0.45,7.55,-5.99,-0.25,3.78,5.02
2/6/2019,491.74,0,82.2,69.88,-2.05,3.69,-6.81,-3,5.7,4.84
2/5/2019,251.63,0.25,82.19,77,-1.47,2.21,-7.2,-3.13,4.02,2.94
2/4/2019,166.1,11.69,81.52,81.75,3.37,4.72,-3.6,1.98,5.85,2.08
2/3/2019,267.6,8.45,81.41,81.38,5.91,11.08,2.1,5.62,4.98,2.69
2/2/2019,378.34,0,81.67,54.06,5.52,12.99,-0.47,5.91,2.63,3.85
2/1/2019,450.71,0,81.72,48.56,4.48,13.59,-1.06,5.24,3.7,4.37
1/31/2019,465.73,0.02,81.77,58.75,2.19,10.44,-2.92,2.54,2.96,4.72
1/30/2019,303.2,0.92,81.7,71.44,1.31,5.44,-3.05,0.95,5.45,3.62
1/29/2019,125.83,7.62,81.53,67.56,8.58,13.26,4.19,8.69,7.46,1.71
1/28/2019,371.51,0,82.05,48.38,6.11,14.57,-0.05,6.91,5.12,3.93
1/27/2019,422.22,0,82.14,49.44,2.62,11.43,-1.29,3.77,4.16,4.33
1/26/2019,418.89,0,81.91,59,1.87,8.36,-1.99,2.76,4.23,3.63
1/25/2019,442.02,0,81.79,42.5,1.78,9.26,-2.46,2.26,3.88,4.41
1/24/2019,449.88,0,82.02,37.88,0.53,8.11,-2.42,1.8,2.25,4.44
1/23/2019,411.85,0,81.68,41.06,0.09,6.98,-3.17,0.65,3.43,3.96
1/22/2019,450.77,0,81.47,48.25,-1.12,5.2,-5.27,-0.95,3.37,4.32
1/21/2019,438.37,0,81.76,60.12,-1.02,4.83,-5.76,-2.22,2.79,4.26
1/20/2019,367.49,0,81.64,69.69,-2.2,2.01,-6.77,-3.37,4.28,4.11
1/19/2019,412.81,0,81.1,49.62,0.45,8.83,-5.11,0.9,5.71,3.71
1/18/2019,392.81,0.01,81.25,51.69,2.18,6.95,-2.07,2.28,7.62,3.96
1/17/2019,228.01,0.07,81.37,55.88,9.05,17.83,4.24,9.5,8.8,2.95
1/16/2019,394.75,0.05,81.88,66.06,5.85,14.11,2.09,6.94,3.62,3.95
1/15/2019,87.51,0.12,81.8,71.06,6.19,11.14,2.97,6.49,5.81,1.61
1/14/2019,253.71,0,81.73,36.88,6.3,13.9,3.52,7.08,6.94,2.63
1/13/2019,220,0,81.91,34.19,2.32,11.51,-3.94,2.9,4.49,2.8
1/12/2019,434.66,0,81.97,35.06,-0.82,8.44,-5.3,0.48,1.95,4.18
1/11/2019,444.91,0,81.95,60.88,-1.16,5.49,-5.85,-1.64,3.84,4.15
1/10/2019,402.92,0.21,81.55,70.56,4.43,7.79,-3.45,3.94,7.62,3.7
1/9/2019,294.36,4.08,81.64,61.69,6.5,12.61,0.8,6.78,6.82,3.28
1/8/2019,383.18,0.08,81.93,57.38,4.06,9.57,-0.51,4,3.75,3.66
1/7/2019,119.07,3.22,81.5,60.62,5.62,9.81,2.81,6.11,6.53,2.16
1/6/2019,233.24,0,81.83,33.31,2.4,10.72,-1.86,3.87,4.68,2.62
1/5/2019,406.27,0,82.19,48.94,0.48,9.76,-2.55,2.12,2.54,3.92
1/4/2019,368.42,2.64,81.79,70.69,3.3,7.09,-2.32,3.04,9.16,3.56
1/3/2019,142.2,1.91,81.88,53.88,7.23,12.62,3.77,7.88,5.88,2.25
1/2/2019,331.31,0,82.08,52.44,2.77,10.23,-1.31,3.87,3.25,3.41
1/1/2019,357.68,0.28,82.08,67.62,3.83,9.03,-0.4,3.24,4.3,3.64
12/31/2018,137.47,0.25,81.9,69.94,4.21,9.04,1.3,4.53,4.21,1.75
12/30/2018,381.38,0,81.95,51.62,4.15,13.58,1.24,5.93,2.88,3.55
12/29/2018,376.34,0,81.65,46.56,5.23,12.17,2.07,6.22,4.48,3.46
12/28/2018,307.43,0,81.61,34,4.98,15.15,-0.3,5.71,6.01,3.04
12/27/2018,367.81,0,82.07,22.94,1.61,12.31,-1.23,4.12,3.28,3.66
12/26/2018,421.85,0,82.09,46.12,0.19,9.45,-2.44,1.77,3.18,3.91
12/25/2018,383.09,0.03,81.78,49.81,0.94,8.87,-2.72,1.46,5.69,3.44
12/24/2018,413.84,0,81.89,54.38,0.1,7.18,-3,0.89,3.41,3.82
12/23/2018,408,0.11,81.8,63.5,0.84,8.08,-3.7,1.08,2.16,3.78
12/22/2018,106.58,1.34,81.51,71.75,2.76,8.12,-2.7,2.9,2.55,1.8
12/21/2018,403.27,0,81.77,43,3.87,13.25,-1.29,4.76,5.21,3.71
12/20/2018,412.98,0,82.26,44.06,2.86,13.23,-0.67,4.75,1.8,3.82
12/19/2018,395.89,0,82.21,64.94,2.77,10.98,-1.99,3.46,3.48,3.69
12/18/2018,158.83,0,81.98,28.75,3.48,12.94,0.29,5.04,5.58,2.42
12/17/2018,403.74,0,82.33,29.5,2.87,14.02,-0.01,5.33,2.94,3.77
12/16/2018,407.78,0,82.43,31.94,2.63,13.32,0.3,5.39,2.95,3.8
12/15/2018,404.96,0,82.26,34.31,3.54,14.31,-0.66,5.9,3.14,3.78
12/14/2018,408.43,0,82.22,29.94,3.53,14.83,-0.56,5.8,2.73,3.87
12/13/2018,418.46,0.07,82.11,35.88,2.8,14.22,-1.36,4.76,3.84,3.96
12/12/2018,414.17,0,82.05,50.38,2.4,11.84,-0.69,4.17,3.59,3.89
12/11/2018,299.69,0,81.85,58.88,1.82,8.69,-0.22,3.47,2.71,3.22
12/10/2018,312.09,0,81.75,60.19,2.13,9.02,-0.11,3.61,2.72,3.27
12/9/2018,398.07,0,81.72,58.75,3.3,10.62,0.35,4.31,3.38,3.68
12/8/2018,410.94,0,81.56,55.19,4.33,12.8,1.62,5.73,3.63,3.77
12/7/2018,141.11,0.18,81.37,57.44,5.71,12.22,3.41,6.7,5.63,2.01
12/6/2018,396.13,0,81.61,48.06,7.04,16.83,2.26,7.93,3.55,3.71
12/5/2018,237.26,0,82.04,51.06,5.5,14.05,3.07,7.59,1.94,2.94
12/4/2018,402.29,0,82.14,47.75,5.15,14.88,1.98,7.27,2.47,3.73
12/3/2018,400.65,0,81.96,44.81,6.12,15.64,3.16,7.94,2.52,3.93
12/2/2018,383.72,0,81.9,43.88,6.96,17.59,0.47,7.87,2.68,3.72
12/1/2018,400.51,0,82.36,59.69,5.01,14.33,-1.06,4.42,3.42,3.68
11/30/2018,367.09,0,82.66,47.19,5.59,15.67,0.25,7.08,2.77,3.79
11/29/2018,424.28,0,82.37,43.19,3.69,13.73,-0.64,5.51,3.2,4.15
11/28/2018,391.2,0,82.17,53.12,1.98,10.93,-1.65,4.06,2.14,3.81
11/27/2018,213.32,0.95,81.94,74.56,3.76,9.15,0.34,4.14,3.42,3.13
11/26/2018,106.6,4.63,81.58,71,7.09,11.51,2.31,7.5,7.03,2.12
11/25/2018,343.22,0.02,82.14,67.81,9.72,18.05,3.62,9.9,4.33,3.58
11/24/2018,300.4,0,82.19,64.06,8.76,13.4,4.2,9.06,5,3.18
11/23/2018,399.44,0,82.01,46.62,8.33,16.81,2.58,8.74,6.45,3.84
11/22/2018,397.44,0,81.94,62.62,5.59,14,-0.45,5.8,4.58,4.07
11/21/2018,250.23,2.9,81.63,76.94,5.52,8.11,1.16,4.86,6.05,2.44
11/20/2018,188.05,0.26,81.99,46.81,8.27,16.18,3.47,8.76,3.69,3.23
